SUM,000012093
TotalTime,0000:02:01
SampTime(ms),10
DateTime, 2023-07-20 16:46:01
Time(hh:mm:ss:ms),Voltage(V),Current(A),Power(W),Temperature
"00:00:26:240", 5.019, 0.315, 1.581, 33.
"00:00:26:250", 5.020, 0.337, 1.693, 33.
"00:00:26:260", 5.020, 0.331, 1.663, 33.
"00:00:26:270", 5.020, 0.333, 1.671, 33.
"00:00:26:280", 5.021, 0.319, 1.604, 33.
"00:00:26:290", 5.020, 0.312, 1.566, 33.
"00:00:26:300", 5.020, 0.318, 1.596, 33.
"00:00:26:310", 5.022, 0.323, 1.622, 33.
"00:00:26:320", 5.020, 0.307, 1.539, 33.
"00:00:26:330", 5.019, 0.328, 1.648, 33.
"00:00:26:340", 5.022, 0.328, 1.647, 33.
"00:00:26:350", 5.019, 0.319, 1.601, 33.
"00:00:26:360", 5.021, 0.327, 1.641, 33.
"00:00:26:370", 5.020, 0.331, 1.661, 33.
"00:00:26:380", 5.021, 0.333, 1.674, 33.
"00:00:26:390", 5.021, 0.316, 1.587, 33.
"00:00:26:400", 5.024, 0.326, 1.640, 33.
"00:00:26:410", 5.021, 0.318, 1.596, 33.
"00:00:26:420", 5.021, 0.331, 1.661, 33.
"00:00:26:430", 5.020, 0.324, 1.626, 33.
"00:00:26:440", 5.019, 0.328, 1.646, 33.
"00:00:26:450", 5.020, 0.324, 1.628, 33.
"00:00:26:460", 5.021, 0.320, 1.609, 33.
"00:00:26:470", 5.019, 0.315, 1.583, 33.
"00:00:26:480", 5.021, 0.318, 1.599, 33.
"00:00:26:490", 5.019, 0.321, 1.611, 33.
"00:00:26:500", 5.020, 0.326, 1.638, 33.
"00:00:26:510", 5.022, 0.328, 1.649, 33.
"00:00:26:520", 5.022, 0.330, 1.657, 33.
"00:00:26:530", 5.020, 0.323, 1.624, 33.
"00:00:26:540", 5.020, 0.316, 1.589, 33.
"00:00:26:550", 5.020, 0.316, 1.589, 33.
"00:00:26:560", 5.022, 0.322, 1.617, 33.
"00:00:26:570", 5.020, 0.322, 1.619, 33.
"00:00:26:580", 5.021, 0.320, 1.606, 33.
"00:00:26:590", 5.021, 0.319, 1.604, 33.
"00:00:26:600", 5.021, 0.319, 1.604, 33.
"00:00:26:610", 5.019, 0.328, 1.646, 33.
"00:00:26:620", 5.019, 0.328, 1.646, 33.
"00:00:26:630", 5.020, 0.319, 1.601, 33.
"00:00:26:640", 5.021, 0.315, 1.584, 33.
"00:00:26:650", 5.022, 0.335, 1.684, 33.
"00:00:26:660", 5.021, 0.327, 1.644, 33.
"00:00:26:670", 5.021, 0.316, 1.589, 33.
"00:00:26:680", 5.020, 0.318, 1.599, 33.
"00:00:26:690", 5.020, 0.319, 1.604, 33.
"00:00:26:700", 5.020, 0.316, 1.586, 33.
"00:00:26:710", 5.020, 0.310, 1.556, 33.
"00:00:26:720", 5.021, 0.315, 1.584, 33.
"00:00:26:730", 5.021, 0.317, 1.591, 33.
"00:00:26:740", 5.019, 0.326, 1.636, 33.
"00:00:26:750", 5.021, 0.332, 1.666, 33.
"00:00:26:760", 5.022, 0.330, 1.657, 33.
"00:00:26:770", 5.022, 0.324, 1.629, 33.
"00:00:26:780", 5.022, 0.326, 1.637, 33.
"00:00:26:790", 5.024, 0.328, 1.647, 33.
"00:00:26:800", 5.021, 0.330, 1.656, 33.
"00:00:26:810", 5.020, 0.336, 1.686, 33.
"00:00:26:820", 5.022, 0.327, 1.644, 33.
"00:00:26:830", 5.022, 0.319, 1.604, 33.
"00:00:26:840", 5.021, 0.324, 1.626, 33.
"00:00:26:850", 5.020, 0.319, 1.604, 33.
"00:00:26:860", 5.021, 0.324, 1.629, 33.
"00:00:26:870", 5.022, 0.322, 1.619, 33.
"00:00:26:880", 5.021, 0.330, 1.656, 33.
"00:00:26:890", 5.022, 0.328, 1.647, 33.
"00:00:26:900", 5.021, 0.323, 1.624, 33.
"00:00:26:910", 5.021, 0.318, 1.599, 33.
"00:00:26:920", 5.022, 0.325, 1.634, 33.
"00:00:26:930", 5.022, 0.325, 1.634, 33.
"00:00:26:940", 5.021, 0.331, 1.661, 33.
"00:00:26:950", 5.022, 0.317, 1.594, 33.
"00:00:26:960", 5.020, 0.321, 1.614, 33.
"00:00:26:970", 5.022, 0.327, 1.642, 33.
"00:00:26:980", 5.021, 0.322, 1.616, 33.
"00:00:26:990", 5.022, 0.322, 1.617, 33.
"00:00:27:000", 5.021, 0.325, 1.634, 33.
"00:00:27:010", 5.022, 0.325, 1.634, 33.
"00:00:27:020", 5.022, 0.315, 1.582, 33.
"00:00:27:030", 5.022, 0.319, 1.602, 33.
"00:00:27:040", 5.021, 0.328, 1.646, 33.
"00:00:27:050", 5.021, 0.332, 1.669, 33.
"00:00:27:060", 5.020, 0.320, 1.609, 33.
"00:00:27:070", 5.022, 0.322, 1.617, 33.
"00:00:27:080", 5.020, 0.330, 1.656, 33.
"00:00:27:090", 5.017, 0.328, 1.645, 33.
"00:00:27:100", 5.025, 0.323, 1.623, 33.
"00:00:27:110", 5.020, 0.318, 1.599, 33.
"00:00:27:120", 5.021, 0.323, 1.621, 33.
"00:00:27:130", 5.020, 0.318, 1.596, 33.
"00:00:27:140", 5.022, 0.316, 1.589, 33.
"00:00:27:150", 5.020, 0.326, 1.636, 33.
"00:00:27:160", 5.022, 0.325, 1.634, 33.
"00:00:27:170", 5.021, 0.323, 1.621, 33.
"00:00:27:180", 5.019, 0.314, 1.578, 33.
"00:00:27:190", 5.020, 0.328, 1.646, 33.
"00:00:27:200", 5.021, 0.323, 1.621, 33.
"00:00:27:210", 5.020, 0.321, 1.614, 33.
"00:00:27:220", 5.017, 0.322, 1.618, 33.
"00:00:27:230", 5.019, 0.322, 1.616, 33.
"00:00:27:240", 5.019, 0.322, 1.616, 33.
"00:00:27:250", 5.022, 0.328, 1.647, 33.
"00:00:27:260", 5.021, 0.327, 1.644, 33.
"00:00:27:270", 5.017, 0.317, 1.593, 33.
"00:00:27:280", 5.022, 0.318, 1.597, 33.
"00:00:27:290", 5.020, 0.323, 1.621, 33.
"00:00:27:300", 5.019, 0.320, 1.606, 33.
"00:00:27:310", 5.021, 0.317, 1.594, 33.
"00:00:27:320", 5.020, 0.330, 1.656, 33.
"00:00:27:330", 5.021, 0.328, 1.646, 33.
"00:00:27:340", 5.020, 0.320, 1.609, 33.
"00:00:27:350", 5.020, 0.321, 1.614, 33.
"00:00:27:360", 5.020, 0.332, 1.668, 33.
"00:00:27:370", 5.021, 0.317, 1.594, 33.
"00:00:27:380", 5.022, 0.314, 1.579, 33.
"00:00:27:390", 5.024, 0.324, 1.630, 33.
"00:00:27:400", 5.021, 0.321, 1.614, 33.
"00:00:27:410", 5.019, 0.316, 1.586, 33.
"00:00:27:420", 5.020, 0.316, 1.589, 33.
"00:00:27:430", 5.024, 0.312, 1.567, 33.
"00:00:27:440", 5.020, 0.316, 1.589, 33.
"00:00:27:450", 5.022, 0.328, 1.647, 33.
"00:00:27:460", 5.021, 0.334, 1.679, 33.
"00:00:27:470", 5.021, 0.328, 1.646, 33.
"00:00:27:480", 5.020, 0.325, 1.631, 33.
"00:00:27:490", 5.019, 0.319, 1.603, 33.
"00:00:27:500", 5.024, 0.321, 1.612, 33.
"00:00:27:510", 5.020, 0.328, 1.646, 33.
"00:00:27:520", 5.021, 0.328, 1.646, 33.
"00:00:27:530", 5.021, 0.326, 1.639, 33.
"00:00:27:540", 5.021, 0.321, 1.611, 33.
"00:00:27:550", 5.021, 0.321, 1.611, 33.
"00:00:27:560", 5.020, 0.317, 1.591, 33.
"00:00:27:570", 5.021, 0.320, 1.606, 33.
"00:00:27:580", 5.021, 0.318, 1.599, 33.
"00:00:27:590", 5.020, 0.325, 1.633, 33.
"00:00:27:600", 5.021, 0.332, 1.666, 33.
"00:00:27:610", 5.020, 0.317, 1.591, 33.
"00:00:27:620", 5.020, 0.325, 1.633, 33.
"00:00:27:630", 5.020, 0.319, 1.601, 33.
"00:00:27:640", 5.021, 0.329, 1.654, 33.
"00:00:27:650", 5.021, 0.329, 1.654, 33.
"00:00:27:660", 5.022, 0.336, 1.689, 33.
"00:00:27:670", 5.020, 0.322, 1.616, 33.
"00:00:27:680", 5.022, 0.321, 1.614, 33.
"00:00:27:690", 5.019, 0.321, 1.611, 33.
"00:00:27:700", 5.021, 0.313, 1.572, 33.
"00:00:27:710", 5.022, 0.318, 1.599, 33.
"00:00:27:720", 5.020, 0.321, 1.611, 33.
"00:00:27:730", 5.021, 0.326, 1.636, 33.
"00:00:27:740", 5.021, 0.326, 1.639, 33.
"00:00:27:750", 5.019, 0.318, 1.596, 33.
"00:00:27:760", 5.024, 0.335, 1.682, 33.
"00:00:27:770", 5.022, 0.313, 1.574, 33.
"00:00:27:780", 5.022, 0.323, 1.624, 33.
"00:00:27:790", 5.022, 0.328, 1.649, 33.
"00:00:27:800", 5.021, 0.338, 1.699, 33.
"00:00:27:810", 5.022, 0.317, 1.592, 33.
"00:00:27:820", 5.022, 0.316, 1.587, 33.
"00:00:27:830", 5.020, 0.318, 1.599, 33.
"00:00:27:840", 5.020, 0.319, 1.604, 33.
"00:00:27:850", 5.022, 0.319, 1.604, 33.
"00:00:27:860", 5.022, 0.319, 1.604, 33.
"00:00:27:870", 5.022, 0.318, 1.597, 33.
"00:00:27:880", 5.021, 0.322, 1.616, 33.
"00:00:27:890", 5.022, 0.318, 1.599, 33.
"00:00:27:900", 5.022, 0.330, 1.657, 33.
"00:00:27:910", 5.022, 0.329, 1.652, 33.
"00:00:27:920", 5.022, 0.328, 1.649, 33.
"00:00:27:930", 5.021, 0.322, 1.619, 33.
"00:00:27:940", 5.021, 0.317, 1.594, 33.
"00:00:27:950", 5.019, 0.323, 1.623, 33.
"00:00:27:960", 5.021, 0.328, 1.649, 33.
"00:00:27:970", 5.021, 0.320, 1.606, 33.
"00:00:27:980", 5.020, 0.323, 1.621, 33.
"00:00:27:990", 5.022, 0.326, 1.639, 33.
"00:00:28:000", 5.020, 0.326, 1.638, 33.
"00:00:28:010", 5.021, 0.315, 1.582, 33.
"00:00:28:020", 5.021, 0.328, 1.649, 33.
"00:00:28:030", 5.021, 0.319, 1.604, 33.
"00:00:28:040", 5.024, 0.309, 1.550, 33.
"00:00:28:050", 5.024, 0.298, 1.495, 33.
"00:00:28:060", 5.019, 0.291, 1.461, 33.
"00:00:28:070", 5.021, 0.299, 1.502, 33.
"00:00:28:080", 5.021, 0.291, 1.462, 33.
"00:00:28:090", 5.022, 0.295, 1.482, 33.
"00:00:28:100", 5.022, 0.300, 1.505, 33.
"00:00:28:110", 5.021, 0.292, 1.464, 33.
"00:00:28:120", 5.022, 0.291, 1.460, 33.
"00:00:28:130", 5.024, 0.299, 1.500, 33.
"00:00:28:140", 5.021, 0.303, 1.522, 33.
"00:00:28:150", 5.024, 0.306, 1.537, 33.
"00:00:28:160", 5.022, 0.300, 1.505, 33.
"00:00:28:170", 5.022, 0.300, 1.507, 33.
"00:00:28:180", 5.025, 0.307, 1.543, 33.
"00:00:28:190", 5.022, 0.288, 1.447, 33.
"00:00:28:200", 5.024, 0.288, 1.445, 33.
"00:00:28:210", 5.022, 0.303, 1.520, 33.
"00:00:28:220", 5.021, 0.290, 1.454, 33.
"00:00:28:230", 5.021, 0.305, 1.529, 33.
"00:00:28:240", 5.025, 0.292, 1.468, 33.
"00:00:28:250", 5.025, 0.299, 1.503, 33.
"00:00:28:260", 5.022, 0.306, 1.535, 33.
"00:00:28:270", 5.022, 0.306, 1.535, 33.
"00:00:28:280", 5.021, 0.294, 1.474, 33.
"00:00:28:290", 5.021, 0.307, 1.539, 33.
"00:00:28:300", 5.022, 0.301, 1.512, 33.
"00:00:28:310", 5.021, 0.300, 1.504, 33.
"00:00:28:320", 5.022, 0.296, 1.487, 33.
"00:00:28:330", 5.021, 0.296, 1.487, 33.
"00:00:28:340", 5.022, 0.323, 1.624, 33.
"00:00:28:350", 5.022, 0.297, 1.492, 33.
"00:00:28:360", 5.021, 0.294, 1.474, 33.
"00:00:28:370", 5.021, 0.292, 1.467, 33.
"00:00:28:380", 5.022, 0.301, 1.510, 33.
"00:00:28:390", 5.022, 0.294, 1.477, 33.
"00:00:28:400", 5.025, 0.293, 1.473, 33.
"00:00:28:410", 5.022, 0.302, 1.515, 33.
"00:00:28:420", 5.022, 0.304, 1.525, 33.
"00:00:28:430", 5.024, 0.306, 1.537, 33.
"00:00:28:440", 5.021, 0.312, 1.569, 33.
"00:00:28:450", 5.024, 0.299, 1.500, 33.
"00:00:28:460", 5.024, 0.301, 1.512, 33.
"00:00:28:470", 5.021, 0.304, 1.524, 33.
"00:00:28:480", 5.021, 0.302, 1.514, 33.
"00:00:28:490", 5.022, 0.295, 1.482, 33.
"00:00:28:500", 5.021, 0.292, 1.464, 33.
"00:00:28:510", 5.024, 0.297, 1.492, 33.
"00:00:28:520", 5.022, 0.294, 1.475, 33.
"00:00:28:530", 5.024, 0.310, 1.555, 33.
"00:00:28:540", 5.021, 0.320, 1.606, 33.
"00:00:28:550", 5.022, 0.299, 1.502, 33.
"00:00:28:560", 5.024, 0.307, 1.540, 33.
"00:00:28:570", 5.020, 0.310, 1.554, 33.
"00:00:28:580", 5.020, 0.310, 1.554, 33.
"00:00:28:590", 5.022, 0.305, 1.530, 33.
"00:00:28:600", 5.022, 0.295, 1.482, 33.
"00:00:28:610", 5.026, 0.295, 1.481, 33.
"00:00:28:620", 5.024, 0.287, 1.443, 33.
"00:00:28:630", 5.024, 0.292, 1.468, 33.
"00:00:28:640", 5.025, 0.295, 1.480, 33.
"00:00:28:650", 5.020, 0.306, 1.534, 33.
"00:00:28:660", 5.022, 0.297, 1.490, 33.
"00:00:28:670", 5.022, 0.295, 1.480, 33.
"00:00:28:680", 5.025, 0.302, 1.518, 33.
"00:00:28:690", 5.022, 0.288, 1.445, 33.
"00:00:28:700", 5.024, 0.303, 1.522, 33.
"00:00:28:710", 5.022, 0.298, 1.495, 33.
"00:00:28:720", 5.022, 0.299, 1.502, 33.
"00:00:28:730", 5.021, 0.296, 1.487, 33.
"00:00:28:740", 5.020, 0.298, 1.494, 33.
"00:00:28:750", 5.021, 0.294, 1.474, 33.
"00:00:28:760", 5.021, 0.295, 1.482, 33.
"00:00:28:770", 5.022, 0.303, 1.522, 33.
"00:00:28:780", 5.022, 0.311, 1.559, 33.
"00:00:28:790", 5.022, 0.311, 1.559, 33.
"00:00:28:800", 5.021, 0.298, 1.494, 33.
"00:00:28:810", 5.021, 0.300, 1.507, 33.
"00:00:28:820", 5.025, 0.310, 1.558, 33.
"00:00:28:830", 5.020, 0.301, 1.509, 33.
"00:00:28:840", 5.021, 0.311, 1.559, 33.
"00:00:28:850", 5.021, 0.301, 1.512, 33.
"00:00:28:860", 5.021, 0.294, 1.477, 33.
"00:00:28:870", 5.021, 0.294, 1.477, 33.
"00:00:28:880", 5.024, 0.301, 1.512, 33.
"00:00:28:890", 5.024, 0.301, 1.512, 33.
"00:00:28:900", 5.020, 0.297, 1.491, 33.
"00:00:28:910", 5.024, 0.293, 1.473, 33.
"00:00:28:920", 5.021, 0.307, 1.542, 33.
"00:00:28:930", 5.024, 0.296, 1.488, 33.
"00:00:28:940", 5.022, 0.294, 1.477, 33.
"00:00:28:950", 5.025, 0.295, 1.480, 33.
"00:00:28:960", 5.022, 0.311, 1.559, 33.
"00:00:28:970", 5.021, 0.307, 1.542, 33.
"00:00:28:980", 5.020, 0.295, 1.479, 33.
"00:00:28:990", 5.022, 0.298, 1.497, 33.
"00:00:29:000", 5.024, 0.309, 1.552, 33.
"00:00:29:010", 5.020, 0.303, 1.519, 33.
"00:00:29:020", 5.022, 0.295, 1.482, 33.
"00:00:29:030", 5.024, 0.296, 1.485, 33.
"00:00:29:040", 5.020, 0.289, 1.449, 33.
"00:00:29:050", 5.022, 0.309, 1.549, 33.
"00:00:29:060", 5.022, 0.299, 1.500, 33.
"00:00:29:070", 5.024, 0.295, 1.483, 33.
"00:00:29:080", 5.024, 0.298, 1.495, 33.
"00:00:29:090", 5.020, 0.294, 1.476, 33.
"00:00:29:100", 5.022, 0.293, 1.470, 33.
"00:00:29:110", 5.022, 0.314, 1.577, 33.
"00:00:29:120", 5.021, 0.297, 1.492, 33.
"00:00:29:130", 5.022, 0.299, 1.500, 33.
"00:00:29:140", 5.025, 0.294, 1.478, 33.
"00:00:29:150", 5.022, 0.315, 1.584, 33.
"00:00:29:160", 5.021, 0.302, 1.517, 33.
"00:00:29:170", 5.021, 0.298, 1.494, 33.
"00:00:29:180", 5.025, 0.301, 1.513, 33.
"00:00:29:190", 5.022, 0.290, 1.455, 33.
"00:00:29:200", 5.022, 0.290, 1.455, 33.
"00:00:29:210", 5.020, 0.290, 1.456, 33.
"00:00:29:220", 5.021, 0.290, 1.454, 33.
"00:00:29:230", 5.020, 0.290, 1.454, 33.
"00:00:29:240", 5.019, 0.297, 1.489, 33.
"00:00:29:250", 5.024, 0.308, 1.545, 33.
"00:00:29:260", 5.021, 0.305, 1.532, 33.
"00:00:29:270", 5.022, 0.301, 1.510, 33.
"00:00:29:280", 5.021, 0.299, 1.502, 33.
"00:00:29:290", 5.021, 0.298, 1.494, 33.
"00:00:29:300", 5.022, 0.308, 1.547, 33.
"00:00:29:310", 5.020, 0.282, 1.417, 33.
"00:00:29:320", 5.021, 0.292, 1.464, 33.
"00:00:29:330", 5.022, 0.297, 1.490, 33.
"00:00:29:340", 5.024, 0.295, 1.483, 33.
"00:00:29:350", 5.024, 0.308, 1.545, 33.
"00:00:29:360", 5.021, 0.320, 1.609, 33.
"00:00:29:370", 5.022, 0.296, 1.487, 33.
"00:00:29:380", 5.022, 0.296, 1.485, 33.
"00:00:29:390", 5.024, 0.302, 1.515, 33.
"00:00:29:400", 5.021, 0.309, 1.549, 33.
"00:00:29:410", 5.025, 0.307, 1.540, 33.
"00:00:29:420", 5.022, 0.301, 1.510, 33.
"00:00:29:430", 5.021, 0.294, 1.477, 33.
"00:00:29:440", 5.022, 0.300, 1.505, 33.
"00:00:29:450", 5.022, 0.291, 1.462, 33.
"00:00:29:460", 5.021, 0.306, 1.534, 33.
"00:00:29:470", 5.022, 0.291, 1.460, 33.
"00:00:29:480", 5.022, 0.301, 1.512, 33.
"00:00:29:490", 5.020, 0.292, 1.464, 33.
"00:00:29:500", 5.022, 0.289, 1.450, 33.
"00:00:29:510", 5.022, 0.289, 1.450, 33.
"00:00:29:520", 5.022, 0.298, 1.495, 33.
"00:00:29:530", 5.022, 0.291, 1.462, 33.
"00:00:29:540", 5.024, 0.297, 1.490, 33.
"00:00:29:550", 5.025, 0.313, 1.575, 33.
"00:00:29:560", 5.024, 0.303, 1.522, 33.
"00:00:29:570", 5.021, 0.313, 1.574, 33.
"00:00:29:580", 5.022, 0.293, 1.470, 33.
"00:00:29:590", 5.022, 0.294, 1.475, 33.
"00:00:29:600", 5.024, 0.302, 1.517, 33.
"00:00:29:610", 5.020, 0.292, 1.466, 33.
"00:00:29:620", 5.021, 0.292, 1.467, 33.
"00:00:29:630", 5.022, 0.300, 1.505, 33.
"00:00:29:640", 5.020, 0.299, 1.499, 33.
"00:00:29:650", 5.022, 0.292, 1.467, 33.
"00:00:29:660", 5.022, 0.293, 1.470, 33.
"00:00:29:670", 5.022, 0.314, 1.579, 33.
"00:00:29:680", 5.024, 0.306, 1.537, 33.
"00:00:29:690", 5.024, 0.305, 1.532, 33.
"00:00:29:700", 5.025, 0.305, 1.530, 33.
"00:00:29:710", 5.021, 0.297, 1.492, 33.
"00:00:29:720", 5.022, 0.299, 1.502, 33.
"00:00:29:730", 5.024, 0.291, 1.463, 33.
"00:00:29:740", 5.024, 0.281, 1.413, 33.
"00:00:29:750", 5.020, 0.296, 1.484, 33.
"00:00:29:760", 5.024, 0.303, 1.520, 33.
"00:00:29:770", 5.021, 0.304, 1.524, 33.
"00:00:29:780", 5.021, 0.289, 1.449, 33.
"00:00:29:790", 5.022, 0.301, 1.512, 33.
"00:00:29:800", 5.025, 0.303, 1.520, 33.
"00:00:29:810", 5.022, 0.295, 1.482, 33.
"00:00:29:820", 5.022, 0.292, 1.467, 33.
"00:00:29:830", 5.021, 0.307, 1.542, 33.
"00:00:29:840", 5.024, 0.293, 1.473, 33.
"00:00:29:850", 5.024, 0.293, 1.473, 33.
"00:00:29:860", 5.021, 0.298, 1.494, 33.
"00:00:29:870", 5.024, 0.326, 1.637, 33.
"00:00:29:880", 5.024, 0.291, 1.463, 33.
"00:00:29:890", 5.024, 0.291, 1.463, 33.
"00:00:29:900", 5.021, 0.290, 1.454, 33.
"00:00:29:910", 5.025, 0.298, 1.498, 33.
"00:00:29:920", 5.025, 0.298, 1.498, 33.
"00:00:29:930", 5.021, 0.296, 1.484, 33.
"00:00:29:940", 5.022, 0.299, 1.500, 33.
"00:00:29:950", 5.020, 0.294, 1.476, 33.
"00:00:29:960", 5.021, 0.298, 1.494, 33.
"00:00:29:970", 5.024, 0.305, 1.530, 33.
"00:00:29:980", 5.022, 0.311, 1.562, 33.
"00:00:29:990", 5.022, 0.298, 1.497, 33.
"00:00:30:000", 5.022, 0.303, 1.522, 33.
"00:00:30:010", 5.022, 0.294, 1.475, 33.
"00:00:30:020", 5.022, 0.296, 1.485, 33.
"00:00:30:030", 5.022, 0.295, 1.482, 33.
"00:00:30:040", 5.021, 0.288, 1.444, 33.
"00:00:30:050", 5.025, 0.298, 1.498, 33.
"00:00:30:060", 5.021, 0.306, 1.537, 33.
"00:00:30:070", 5.025, 0.307, 1.540, 33.
"00:00:30:080", 5.020, 0.299, 1.499, 33.
"00:00:30:090", 5.021, 0.299, 1.502, 33.
"00:00:30:100", 5.021, 0.301, 1.509, 33.
"00:00:30:110", 5.022, 0.302, 1.517, 33.
"00:00:30:120", 5.024, 0.311, 1.565, 33.
"00:00:30:130", 5.024, 0.311, 1.565, 33.
"00:00:30:140", 5.022, 0.295, 1.480, 33.
"00:00:30:150", 5.022, 0.295, 1.480, 33.
"00:00:30:160", 5.021, 0.284, 1.427, 33.
"00:00:30:170", 5.025, 0.295, 1.480, 33.
"00:00:30:180", 5.022, 0.289, 1.450, 33.
"00:00:30:190", 5.020, 0.300, 1.506, 33.
"00:00:30:200", 5.019, 0.294, 1.474, 33.
"00:00:30:210", 5.021, 0.285, 1.432, 33.
"00:00:30:220", 5.021, 0.303, 1.519, 33.
"00:00:30:230", 5.022, 0.307, 1.542, 33.
"00:00:30:240", 5.021, 0.298, 1.494, 33.
"00:00:30:250", 5.021, 0.301, 1.509, 33.
"00:00:30:260", 5.022, 0.300, 1.505, 33.
"00:00:30:270", 5.021, 0.292, 1.467, 33.
"00:00:30:280", 5.024, 0.308, 1.545, 33.
"00:00:30:290", 5.024, 0.297, 1.490, 33.
"00:00:30:300", 5.024, 0.300, 1.505, 33.
"00:00:30:310", 5.022, 0.294, 1.475, 33.
"00:00:30:320", 5.021, 0.295, 1.479, 33.
"00:00:30:330", 5.025, 0.299, 1.500, 33.
"00:00:30:340", 5.022, 0.302, 1.515, 33.
"00:00:30:350", 5.024, 0.298, 1.497, 33.
"00:00:30:360", 5.022, 0.296, 1.487, 33.
"00:00:30:370", 5.024, 0.307, 1.540, 33.
"00:00:30:380", 5.022, 0.295, 1.482, 33.
"00:00:30:390", 5.021, 0.290, 1.457, 33.
"00:00:30:400", 5.024, 0.291, 1.463, 33.
"00:00:30:410", 5.020, 0.294, 1.476, 33.
"00:00:30:420", 5.024, 0.305, 1.530, 33.
"00:00:30:430", 5.025, 0.302, 1.515, 33.
"00:00:30:440", 5.025, 0.302, 1.515, 33.
"00:00:30:450", 5.022, 0.295, 1.482, 33.
"00:00:30:460", 5.021, 0.301, 1.509, 33.
"00:00:30:470", 5.021, 0.305, 1.529, 33.
"00:00:30:480", 5.022, 0.295, 1.482, 33.
"00:00:30:490", 5.020, 0.320, 1.609, 33.
"00:00:30:500", 5.022, 0.303, 1.520, 33.
"00:00:30:510", 5.022, 0.293, 1.472, 33.
"00:00:30:520", 5.024, 0.294, 1.475, 33.
"00:00:30:530", 5.022, 0.299, 1.500, 33.
"00:00:30:540", 5.019, 0.300, 1.503, 33.
"00:00:30:550", 5.024, 0.288, 1.445, 33.
"00:00:30:560", 5.022, 0.302, 1.517, 33.
"00:00:30:570", 5.021, 0.294, 1.477, 33.
"00:00:30:580", 5.025, 0.297, 1.493, 33.
"00:00:30:590", 5.021, 0.302, 1.514, 33.
"00:00:30:600", 5.021, 0.309, 1.552, 33.
"00:00:30:610", 5.021, 0.298, 1.497, 33.
"00:00:30:620", 5.022, 0.296, 1.485, 33.
"00:00:30:630", 5.017, 0.288, 1.443, 33.
"00:00:30:640", 5.021, 0.298, 1.494, 33.
"00:00:30:650", 5.021, 0.306, 1.534, 33.
"00:00:30:660", 5.022, 0.301, 1.510, 33.
"00:00:30:670", 5.022, 0.288, 1.447, 33.
"00:00:30:680", 5.024, 0.300, 1.507, 33.
"00:00:30:690", 5.022, 0.305, 1.532, 33.
"00:00:30:700", 5.022, 0.305, 1.532, 33.
"00:00:30:710", 5.022, 0.296, 1.485, 33.
"00:00:30:720", 5.024, 0.303, 1.520, 33.
"00:00:30:730", 5.021, 0.304, 1.527, 33.
"00:00:30:740", 5.020, 0.297, 1.489, 33.
"00:00:30:750", 5.020, 0.297, 1.489, 33.
"00:00:30:760", 5.021, 0.297, 1.489, 33.
"00:00:30:770", 5.021, 0.301, 1.509, 33.
"00:00:30:780", 5.021, 0.289, 1.452, 33.
"00:00:30:790", 5.020, 0.289, 1.449, 33.
"00:00:30:800", 5.021, 0.311, 1.559, 33.
"00:00:30:810", 5.022, 0.297, 1.490, 33.
"00:00:30:820", 5.024, 0.294, 1.478, 33.
"00:00:30:830", 5.022, 0.298, 1.495, 33.
"00:00:30:840", 5.021, 0.288, 1.444, 33.
"00:00:30:850", 5.022, 0.300, 1.507, 33.
"00:00:30:860", 5.022, 0.296, 1.485, 33.
"00:00:30:870", 5.022, 0.302, 1.515, 33.
"00:00:30:880", 5.021, 0.304, 1.524, 33.
"00:00:30:890", 5.020, 0.299, 1.499, 33.
"00:00:30:900", 5.024, 0.297, 1.490, 33.
"00:00:30:910", 5.022, 0.295, 1.480, 33.
"00:00:30:920", 5.021, 0.302, 1.514, 33.
"00:00:30:930", 5.024, 0.310, 1.557, 33.
"00:00:30:940", 5.021, 0.290, 1.454, 33.
"00:00:30:950", 5.022, 0.297, 1.492, 33.
"00:00:30:960", 5.020, 0.293, 1.471, 33.
"00:00:30:970", 5.022, 0.310, 1.557, 33.
"00:00:30:980", 5.024, 0.314, 1.580, 33.
"00:00:30:990", 5.024, 0.304, 1.525, 33.
"00:00:31:000", 5.021, 0.303, 1.522, 33.
"00:00:31:010", 5.025, 0.297, 1.493, 33.
"00:00:31:020", 5.025, 0.297, 1.493, 33.
"00:00:31:030", 5.021, 0.306, 1.534, 33.
"00:00:31:040", 5.021, 0.303, 1.522, 33.
"00:00:31:050", 5.020, 0.298, 1.494, 33.
"00:00:31:060", 5.020, 0.298, 1.494, 33.
"00:00:31:070", 5.021, 0.290, 1.454, 33.
"00:00:31:080", 5.025, 0.302, 1.515, 33.
"00:00:31:090", 5.021, 0.294, 1.474, 33.
"00:00:31:100", 5.021, 0.292, 1.464, 33.
"00:00:31:110", 5.021, 0.300, 1.504, 33.
"00:00:31:120", 5.021, 0.302, 1.517, 33.
"00:00:31:130", 5.025, 0.297, 1.490, 33.
"00:00:31:140", 5.024, 0.300, 1.505, 33.
"00:00:31:150", 5.019, 0.294, 1.476, 33.
"00:00:31:160", 5.021, 0.295, 1.479, 33.
"00:00:31:170", 5.022, 0.302, 1.517, 33.
"00:00:31:180", 5.022, 0.294, 1.477, 33.
"00:00:31:190", 5.024, 0.300, 1.507, 33.
